id,TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,VARIATION 1 TYPE,VARIATION 1 NAME,VARIATION 1 VALUES,VARIATION 2 TYPE,VARIATION 2 NAME,condition,availability,root links
JUICEGELS-0037,Garden Bloom Set,"Green tips with 3d flowers and pearl accents

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.0,GBP,20,"cute_press_on_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,flower_nails,garden_nails",,https://juicegels.com/images/products/il_fullxfull.6692806039_lsq9.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0037
JUICEGELS-0038,Buttercup Bear Set,"Yellow based set with pearls French tip and 3d bear charm
- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",17.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,https://juicegels.com/images/products/il_fullxfull.6711051548_58b3.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0038
JUICEGELS-0039,Gilded Geode Set,"Coloured jelly cat eye bases with gold lining and pearl/gold embellishments 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",19.5,GBP,20,"cute_press_on_nails,bear_nails,pearly_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails",,https://juicegels.com/images/products/il_fullxfull.6698338628_da7y.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0039
JUICEGELS-0040,Blush Bloom Set,"pink gradient tone base with 3d sculpted art pearl embellishments and flower charm 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"cute_press_on_nails,pearl_nails,3d_gems,3d_nails,kawaii_nails,Cherry_blossom_nails,Sakura_nails,pink_nails,spring_nails",,https://juicegels.com/images/products/il_fullxfull.6687537070_rpvq.jpg,https://juicegels.com/images/products/il_fullxfull.6603451255_tg7j.jpg,https://juicegels.com/images/products/il_fullxfull.6555330384_qzf9.jpg,https://juicegels.com/images/products/il_fullxfull.6555330394_ivid.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0040
JUICEGELS-0041,Midnight Flutter Set,"Black jelly base with gold lining art of split butterfly and stars

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",15.0,GBP,20,"gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,arcane_nails,metallic_nails,silver_nails,blue_cat_eye,cat_eye_nails,blue_nails,metallic_silver,silver_nail,square_nails",,https://juicegels.com/images/products/il_fullxfull.6762686126_acuy.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0041
JUICEGELS-0042,Short’n’Sweet Set,"blue gel base with rhinestone heart and kiss lip art 
- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",14.5,GBP,20,"graphic_nails,art_nails,press_on_nails,gel_press_on_nails,blue_press_on_nails,blue_gel_nails",,https://juicegels.com/images/products/il_fullxfull.6661762822_k4dr.jpg,https://juicegels.com/images/products/il_fullxfull.6603541455_m9m9.jpg,https://juicegels.com/images/products/il_fullxfull.6603541461_qfuo.jpg,https://juicegels.com/images/products/il_fullxfull.6555421138_2my7.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0042
JUICEGELS-0043,Stargirl Dusk Set,"Very dark brown/black base set with nude french tips and white line art stars and rhinestones

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.0,GBP,20,"y2k_nails,star_nails,gel_nails,white_gel_nails,coquette_nails,press_on_nais",,https://juicegels.com/images/products/il_fullxfull.6775643061_771i.jpg,https://juicegels.com/images/products/il_fullxfull.6775619869_e1cv.jpg,https://juicegels.com/images/products/il_fullxfull.6727593348_7q61.jpg,https://juicegels.com/images/products/il_fullxfull.6775619867_jmr2.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0043
JUICEGELS-0044,Stargirl Dawn Set,"White base set with nude french tips and brown line art stars and rhinestones

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.0,GBP,20,"y2k_nails,star_nails,gel_nails,white_gel_nails,coquette_nails,press_on_nais",,https://juicegels.com/images/products/il_fullxfull.6727594410_nbbx.jpg,https://juicegels.com/images/products/il_fullxfull.6775619869_e1cv.jpg,https://juicegels.com/images/products/il_fullxfull.6727593348_7q61.jpg,https://juicegels.com/images/products/il_fullxfull.6775619867_jmr2.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0044
JUICEGELS-0045,Cherry Kissed Pearls Set,"Short almond Cherry inspired Valentines Nails with Pearl Charms and Red French Tips

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",14.5,GBP,20,"gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,red_nails,cherry_nails,valentines_nails",,https://juicegels.com/images/products/il_fullxfull.6628010109_li6v.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0045
JUICEGELS-0046,Hextech Veins Set,"blue cat eye base with metallic silver line art, inspired by the Netflix show ‘Arcane’

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.0,GBP,20,"gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,arcane_nails,metallic_nails,silver_nails,blue_cat_eye,cat_eye_nails,blue_nails,metallic_silver,silver_nail,square_nails",,https://juicegels.com/images/products/il_fullxfull.6602449376_8m7a.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0046
JUICEGELS-0047,Tropical Blush Set,"yellow pink tips with 3d flower art on gradient pink and yellow back base 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",12.5,GBP,20,"ballerina_nails,gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,pink_nails,bow_nails",,https://juicegels.com/images/products/il_fullxfull.6810711039_5hl8.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0047
JUICEGELS-0048,Tonal Traces Set,"neutral toned matte base colours with lining overlay

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",12.5,GBP,20,"graphic_nails,art_nails,press_on_nails,gel_press_on_nails,nude_nails,neutral_nails,y2k_nails",,https://juicegels.com/images/products/il_fullxfull.6717576829_6pd8.jpg,https://juicegels.com/images/products/il_fullxfull.6603541455_m9m9.jpg,https://juicegels.com/images/products/il_fullxfull.6603541461_qfuo.jpg,https://juicegels.com/images/products/il_fullxfull.6555421138_2my7.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0048
JUICEGELS-0049,Mystic Emerald Set,"Green base with gold line art of half butterfly and gold stars with red gems

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",16.5,GBP,20,"gel_x_nails,press_on_nails,gel_press_on_nails,cute_nails,red_nails,cherry_nails,valentines_nails",,https://juicegels.com/images/products/il_fullxfull.6750217949_4foq.jpg,https://juicegels.com/images/products/il_fullxfull.6603590697_ihw4.jpg,https://juicegels.com/images/products/il_fullxfull.6603590695_jgea.jpg,https://juicegels.com/images/products/il_fullxfull.6603590699_lqif.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0049
JUICEGELS-0050,Mocha Mirage Set,"brown toned gel nails 

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",15.5,GBP,20,"graphic_nails,art_nails,press_on_nails,gel_press_on_nails,brown_nails,y2k_nails,brown_aura_nails,brown_gel_nails,brown_press_on_nails",,https://juicegels.com/images/products/il_fullxfull.7113362996_1gf5.jpg,https://juicegels.com/images/products/il_fullxfull.6603541455_m9m9.jpg,https://juicegels.com/images/products/il_fullxfull.6603541461_qfuo.jpg,https://juicegels.com/images/products/il_fullxfull.6555421138_2my7.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0050
JUICEGELS-0051,Jelly Heartburst Set,"jelly base with heart art

- Handmade
- Available shapes: square, oval, stiletto, coffin
- Please send your nail sizes using the provided measuring method for true-to-fit sizes
- Includes mini nail file & wooden cuticle pusher",13.5,GBP,20,"graphic_nails,art_nails,press_on_nails,gel_press_on_nails,valentines_nails,valentines,heart_nails,jelly_nails",,https://juicegels.com/images/products/il_fullxfull.6646179991_kllb.jpg,https://juicegels.com/images/products/il_fullxfull.6603541455_m9m9.jpg,https://juicegels.com/images/products/il_fullxfull.6603541461_qfuo.jpg,https://juicegels.com/images/products/il_fullxfull.6555421138_2my7.jpg,,,,,,,,,,,,new,in stock,https://juicegels.com/#/product/JUICEGELS-0051
